DataEntryOrder,Date,EU,Patch,Corner,Dist,Species,2012 Live/dead,2015 Live/dead,Repr?,# Repr. Structs,Length,Width,Height,Transplant notes,Total Recruits,Recruit notes
1431,10/13/15,57,B,IV,a,CB,1,1,Y,84,36,47,31,HERBIVORY,,
1432,10/13/15,57,B,IV,a,GD,.,0,.,.,.,.,.,,,
1433,10/13/15,57,B,IV,a,LE,1,0,.,.,.,.,.,,,
1434,10/13/15,57,B,IV,a,NG,1,1,N,0,33,18,36,,,
1435,10/13/15,57,B,IV,a,SS,1,1,Y,1,71,100,89,,,
1436,10/13/15,57,B,IV,b,AB,1,1,Y,8,56,54,40,,,
1437,10/13/15,57,B,IV,b,AV,.,0,.,.,.,.,.,,,
1438,10/13/15,57,B,IV,b,CB,.,0,.,.,.,.,.,,,
1439,10/13/15,57,B,IV,b,GD,0,0,.,.,.,.,.,,,
1440,10/13/15,57,B,IV,b,LE,0,0,.,.,.,.,.,,,
1441,10/13/15,57,B,IV,b,NG,0,0,.,.,.,.,.,,,
1442,10/13/15,57,B,IV,b,SS,1,1,Y,10,64,78,124,FIRE ANT MOUND IN PLANT,21,
1443,10/13/15,57,B,IV,c,AB,1,1,Y,3,85,86,48,,,
1444,10/13/15,57,B,IV,c,AV,1,1,N,0,25,16,11,,3,
1445,10/13/15,57,B,IV,c,CB,1,1,Y,73,35,41,27,HERBIVORY,,
1446,10/13/15,57,B,IV,c,GD,.,0,.,.,.,.,.,,,
1447,10/13/15,57,B,IV,c,LE,.,0,.,.,.,.,.,,,
1448,10/13/15,57,B,IV,c,NG,1,1,Y,1,97,70,22,,,
1449,10/13/15,57,B,IV,c,SS,1,1,Y,2,66,64,56,,,
1450,10/13/15,57,B,IV,d,AB,1,1,Y,12,131,116,44,,,
1451,10/13/15,57,B,IV,d,AV,1,1,Y,52,47,55,36,,2,
1452,10/13/15,57,B,IV,d,CB,1,1,Y,7,14,17,22,,,
1453,10/13/15,57,B,IV,d,GD,.,0,.,.,.,.,.,,,
1454,10/13/15,57,B,IV,d,LE,.,0,.,.,.,.,.,,,
1455,10/13/15,57,B,IV,d,NG,1,1,N,0,80,72,44,,,
1456,10/13/15,57,B,IV,d,SS,0,0,.,.,.,.,.,,,
1457,10/8/15,57,C,I,a,AB,1,1,Y,233,165,159,61,,,
1458,10/8/15,57,C,I,a,AV,0,0,.,.,.,.,.,,,
1459,10/8/15,57,C,I,a,CB,1,1,Y,375,63,60,46,,,
1460,10/8/15,57,C,I,a,GD,1,1,.,.,.,.,.,,,
1461,10/8/15,57,C,I,a,LE,1,1,Y,94,38,118,45,,,
1462,10/8/15,57,C,I,a,NG,0,1,N,0,55,105,54,,,
1463,10/8/15,57,C,I,a,SS,1,1,Y,3,97,153,68,,,
1464,10/8/15,57,C,I,b,AB,1,1,Y,117,163,161,42,,,
1465,10/8/15,57,C,I,b,AV,1,1,Y,10,39,37,24,,,
1466,10/8/15,57,C,I,b,CB,1,1,Y,843,54,76,39,,12,
1467,10/8/15,57,C,I,b,GD,1,1,.,.,.,.,.,,,
1468,10/8/15,57,C,I,b,LE,1,0,.,.,.,.,.,,,
1469,10/8/15,57,C,I,b,NG,1,1,Y,2,53,104,27,,,
1470,10/8/15,57,C,I,b,SS,0,0,.,.,.,.,.,,,
1471,10/8/15,57,C,I,c,AB,1,1,Y,97,142,138,45,,,
1472,10/8/15,57,C,I,c,AV,1,1,Y,5,19,26,9,,,
1473,10/8/15,57,C,I,c,CB,0,0,.,.,.,.,.,,,
1474,10/8/15,57,C,I,c,GD,0,0,.,.,.,.,.,,,
1475,10/8/15,57,C,I,c,LE,0,0,.,.,.,.,.,,,
1476,10/8/15,57,C,I,c,NG,1,1,Y,2,113,108,33,,,
1477,10/8/15,57,C,I,c,SS,1,1,N,0,39,45,43,,,
1478,10/8/15,57,C,I,d,AB,1,1,Y,248,109,129,59,,,
1479,10/8/15,57,C,I,d,AV,1,0,.,.,.,.,.,,,
1480,10/8/15,57,C,I,d,CB,1,1,Y,83,32,19,20,,,
1481,10/8/15,57,C,I,d,GD,0,0,.,.,.,.,.,,,
1482,10/8/15,57,C,I,d,LE,0,0,.,.,.,.,.,,,
1483,10/8/15,57,C,I,d,NG,1,1,Y,4,63,76,13,,,
1484,10/8/15,57,C,I,d,SS,1,0,.,.,.,.,.,,,
1485,10/8/15,57,C,II,a,AB,1,1,Y,2,96,82,44,,,
1486,10/8/15,57,C,II,a,AV,1,1,Y,11,39,57,26,,,
1487,10/8/15,57,C,II,a,CB,1,1,Y,175,56,45,29,,,
1488,10/8/15,57,C,II,a,GD,0,0,.,.,.,.,.,,,
1489,10/8/15,57,C,II,a,LE,1,1,Y,72,31,29,49,,25,
1490,10/8/15,57,C,II,a,NG,1,1,Y,1,77,78,10,,,
1491,10/8/15,57,C,II,a,SS,0,0,.,.,.,.,.,,,
1492,10/8/15,57,C,II,b,AB,1,1,Y,186,193,197,71,,,
1493,10/8/15,57,C,II,b,AV,1,1,Y,30,82,108,36,,10,
1494,10/8/15,57,C,II,b,CB,1,1,Y,223,37,39,31,,12,
1495,10/8/15,57,C,II,b,GD,1,1,.,.,.,.,.,,,
1496,10/8/15,57,C,II,b,LE,1,1,N,0,0,0,0,,14,
1497,10/8/15,57,C,II,b,NG,1,1,Y,1,88,112,42,,,
1498,10/8/15,57,C,II,b,SS,1,1,N,0,27,25,15,,,
1499,10/8/15,57,C,II,c,AB,1,1,Y,5,125,120,45,,,
1500,10/8/15,57,C,II,c,AV,1,0,.,.,.,.,.,,,
1501,10/8/15,57,C,II,c,CB,1,0,.,.,.,.,.,,,
1502,10/8/15,57,C,II,c,GD,1,0,.,.,.,.,.,,,
1503,10/8/15,57,C,II,c,LE,1,0,.,.,.,.,.,,,
1504,10/8/15,57,C,II,c,NG,1,1,Y,2,87,95,52,,,
1505,10/8/15,57,C,II,c,SS,1,1,Y,3,77,129,65,,,
1506,10/8/15,57,C,II,d,AB,1,1,Y,137,204,212,81,,,
1507,10/8/15,57,C,II,d,AV,1,1,Y,5,49,43,15,,,
1508,10/8/15,57,C,II,d,CB,1,1,Y,64,38,28,24,,16,
1509,10/8/15,57,C,II,d,GD,0,0,.,.,.,.,.,,,
1510,10/8/15,57,C,II,d,LE,0,0,.,.,.,.,.,,,
1511,10/8/15,57,C,II,d,NG,1,1,Y,1,106,135,42,,,
1512,10/8/15,57,C,II,d,SS,0,0,.,.,.,.,.,,,
1513,10/8/15,57,C,III,a,AB,1,1,Y,16,123,131,44,,,
1514,10/8/15,57,C,III,a,AV,1,1,Y,24,66,69,31,,,
1515,10/8/15,57,C,III,a,CB,1,1,Y,152,33,30,31,,,
1516,10/8/15,57,C,III,a,GD,1,0,.,.,.,.,.,,,
1517,10/8/15,57,C,III,a,LE,1,1,Y,76,48,42,49,,16,
1518,10/8/15,57,C,III,a,NG,1,1,Y,1,125,104,23,,,
1519,10/8/15,57,C,III,a,SS,1,1,Y,2,44,60,40,,,
1520,10/8/15,57,C,III,b,AB,1,1,N,0,77,70,50,,,
1521,10/8/15,57,C,III,b,AV,1,1,Y,17,64,60,12,,,
1522,10/8/15,57,C,III,b,CB,1,1,Y,593,87,74,46,,11,
1523,10/8/15,57,C,III,b,GD,0,0,.,.,.,.,.,,,
1524,10/8/15,57,C,III,b,LE,1,1,Y,40,41,34,34,,30,
1525,10/8/15,57,C,III,b,NG,1,1,Y,2,127,91,32,,,
1526,10/8/15,57,C,III,b,SS,1,1,N,0,12,28,27,,,
1527,10/8/15,57,C,III,c,AB,1,1,N,0,85,77,45,,,
1528,10/8/15,57,C,III,c,AV,1,1,Y,9,36,37,22,,,
1529,10/8/15,57,C,III,c,CB,1,1,N,0,6,6,2,COULD BE RECRUIT,,
1530,10/8/15,57,C,III,c,GD,1,1,.,.,.,.,.,,,
1531,10/8/15,57,C,III,c,LE,0,0,.,.,.,.,.,,,
1532,10/8/15,57,C,III,c,NG,1,1,Y,1,66,70,26,,,
1533,10/8/15,57,C,III,c,SS,1,1,N,0,15,27,33,,,
1534,10/8/15,57,C,III,d,AB,1,1,Y,20,116,131,41,FIRE ANT MOUND IN PLANT,,
1535,10/8/15,57,C,III,d,AV,1,1,Y,18,48,51,34,,,
1536,10/8/15,57,C,III,d,CB,1,1,Y,496,68,64,35,,,
1537,10/8/15,57,C,III,d,GD,0,0,.,.,.,.,.,,,
1538,10/8/15,57,C,III,d,LE,0,0,.,.,.,.,.,,,
1539,10/8/15,57,C,III,d,NG,1,1,Y,1,59,55,10,,,
1540,10/8/15,57,C,III,d,SS,0,0,.,.,.,.,.,,,
1541,10/8/15,57,C,IV,a,AB,1,1,Y,75,139,142,41,MATRIX TREE OVERHANGING,,
1542,10/8/15,57,C,IV,a,AV,1,0,.,.,.,.,.,MATRIX TREE OVERHANGING,,
1543,10/8/15,57,C,IV,a,CB,1,1,Y,15,16,16,25,MATRIX TREE OVERHANGING,,
1544,10/8/15,57,C,IV,a,GD,1,0,.,.,.,.,.,MATRIX TREE OVERHANGING,,
1545,10/8/15,57,C,IV,a,LE,1,1,Y,42,45,83,39,MATRIX TREE OVERHANGING,,
1546,10/8/15,57,C,IV,a,NG,1,1,N,0,86,92,60,MATRIX TREE OVERHANGING,,
1547,10/8/15,57,C,IV,a,SS,1,1,N,0,72,65,47,MATRIX TREE OVERHANGING,,
1548,10/8/15,57,C,IV,b,AB,1,1,N,0,123,98,54,FIRE ANT MOUND IN PLANT,,
1549,10/8/15,57,C,IV,b,AV,1,0,.,.,.,.,.,,,
1550,10/8/15,57,C,IV,b,CB,1,1,Y,64,31,30,29,,,
1551,10/8/15,57,C,IV,b,GD,1,0,.,.,.,.,.,,,
1552,10/8/15,57,C,IV,b,LE,1,0,.,.,.,.,.,,,
1553,10/8/15,57,C,IV,b,NG,1,1,Y,1,77,53,36,,,
1554,10/8/15,57,C,IV,b,SS,1,0,.,.,.,.,.,,,
1555,10/8/15,57,C,IV,c,AB,1,1,Y,91,113,122,57,FIRE ANT MOUND IN PLANT,,
1556,10/8/15,57,C,IV,c,AV,1,1,Y,10,57,38,27,,,
1557,10/8/15,57,C,IV,c,CB,1,1,Y,324,57,79,34,,,
1558,10/8/15,57,C,IV,c,GD,1,0,.,.,.,.,.,,,
1559,10/8/15,57,C,IV,c,LE,0,0,.,.,.,.,.,,,
1560,10/8/15,57,C,IV,c,NG,1,1,N,0,76,89,30,,,
1561,10/8/15,57,C,IV,c,SS,0,1,N,0,28,42,42,TAGGED IN 2012. FIREANTS,,
1562,10/8/15,57,C,IV,d,AB,1,1,Y,58,115,107,56,FIRE ANT MOUND IN PLANT,,
1563,10/8/15,57,C,IV,d,AV,0,1,Y,2,42,41,33,TAGGED IN 2012,,
1564,10/8/15,57,C,IV,d,CB,1,1,Y,146,34,29,33,,,
1565,10/8/15,57,C,IV,d,GD,0,1,.,.,.,.,.,TAGGED IN 2012,,
1566,10/8/15,57,C,IV,d,LE,1,0,.,.,.,.,.,,,
1567,10/8/15,57,C,IV,d,NG,1,1,N,0,71,118,26,,,
1568,10/8/15,57,C,IV,d,SS,1,1,N,0,48,43,38,,,
1569,10/13/15,57,D,I,a,AB,1,1,Y,12,94,92,44,,,
1570,10/13/15,57,D,I,a,AV,1,1,Y,16,57,64,26,,,
1571,10/13/15,57,D,I,a,CB,1,1,Y,146,40,37,29,,,
1572,10/13/15,57,D,I,a,GD,.,0,.,.,.,.,.,,,
1573,10/13/15,57,D,I,a,LE,1,1,Y,67,23,26,64,,,
1574,10/13/15,57,D,I,a,NG,1,1,Y,1,74,78,28,,,
1575,10/13/15,57,D,I,a,SS,1,0,.,.,.,.,.,,,
1576,10/13/15,57,D,I,b,AB,.,0,.,.,.,.,.,,,
1577,10/13/15,57,D,I,b,AV,1,1,Y,7,60,63,23,,,
1578,10/13/15,57,D,I,b,CB,1,1,Y,15,44,47,23,HERBIVORY,,
1579,10/13/15,57,D,I,b,GD,.,0,.,.,.,.,.,,,
1580,10/13/15,57,D,I,b,LE,1,1,Y,13,28,16,28,,,
1581,10/13/15,57,D,I,b,NG,1,1,Y,1,57,50,13,,,
1582,10/13/15,57,D,I,b,SS,1,0,.,.,.,.,.,,,
1583,10/13/15,57,D,I,c,AB,1,1,Y,36,121,117,27,,,
1584,10/13/15,57,D,I,c,AV,1,1,Y,37,64,69,45,,,
1585,10/13/15,57,D,I,c,CB,0,0,.,.,.,.,.,,,
1586,10/13/15,57,D,I,c,GD,.,0,.,.,.,.,.,,,
1587,10/13/15,57,D,I,c,LE,.,0,.,.,.,.,.,,,
1588,10/13/15,57,D,I,c,NG,1,1,Y,1,105,115,62,,,
1589,10/13/15,57,D,I,c,SS,1,1,N,0,41,63,55,,,
1590,10/13/15,57,D,I,d,AB,1,1,Y,33,47,58,28,,,
1591,10/13/15,57,D,I,d,AV,1,1,Y,35,57,26,51,,,
1592,10/13/15,57,D,I,d,CB,.,0,.,.,.,.,.,,,
1593,10/13/15,57,D,I,d,GD,.,0,.,.,.,.,.,,,
1594,10/13/15,57,D,I,d,LE,1,0,.,.,.,.,.,,,
1595,10/13/15,57,D,I,d,NG,1,1,Y,1,47,57,14,,,
1596,10/13/15,57,D,I,d,SS,1,1,Y,3,69,86,49,,,
1597,10/13/15,57,D,II,a,AB,1,1,Y,1,136,142,70,,,
1598,10/13/15,57,D,II,a,AV,1,1,Y,62,71,76,36,,,
1599,10/13/15,57,D,II,a,CB,1,1,Y,173,35,46,30,,,
1600,10/13/15,57,D,II,a,GD,1,1,.,.,.,.,.,,,
1601,10/13/15,57,D,II,a,LE,1,0,.,.,.,.,.,,21,
1602,10/13/15,57,D,II,a,NG,1,1,N,0,123,117,56,,,
1603,10/13/15,57,D,II,a,SS,1,1,Y,2,37,36,50,,,
1604,10/13/15,57,D,II,b,AB,1,1,Y,195,214,218,70,,,
1605,10/13/15,57,D,II,b,AV,1,1,Y,2,51,47,20,,,
1606,10/13/15,57,D,II,b,CB,.,0,.,.,.,.,.,,,
1607,10/13/15,57,D,II,b,GD,.,0,.,.,.,.,.,,,
1608,10/13/15,57,D,II,b,LE,1,0,.,.,.,.,.,,60,
1609,10/13/15,57,D,II,b,NG,1,1,N,0,107,125,37,,,
1610,10/13/15,57,D,II,b,SS,1,1,N,0,8,18,14,,,
1611,10/13/15,57,D,II,c,AB,1,1,Y,183,154,156,70,,,
1612,10/13/15,57,D,II,c,AV,1,1,Y,24,59,55,46,,,
1613,10/13/15,57,D,II,c,CB,1,0,.,.,.,.,.,,,
1614,10/13/15,57,D,II,c,GD,1,1,.,.,.,.,.,,,
1615,10/13/15,57,D,II,c,LE,1,0,.,.,.,.,.,,,
1616,10/13/15,57,D,II,c,NG,1,1,N,0,103,124,60,,,
1617,10/13/15,57,D,II,c,SS,1,1,N,0,50,73,51,,,
1618,10/13/15,57,D,II,d,AB,1,1,Y,46,132,144,63,,,
1619,10/13/15,57,D,II,d,AV,1,1,Y,33,62,101,36,,15,
1620,10/13/15,57,D,II,d,CB,0,0,.,.,.,.,.,,,
1621,10/13/15,57,D,II,d,GD,1,1,.,.,.,.,.,,,
1622,10/13/15,57,D,II,d,LE,1,0,.,.,.,.,.,,,
1623,10/13/15,57,D,II,d,NG,1,1,Y,5,114,105,37,,,
1624,10/13/15,57,D,II,d,SS,1,1,Y,33,156,156,110,,,
1625,10/13/15,57,D,III,a,AB,1,1,Y,78,140,166,50,,,
1626,10/13/15,57,D,III,a,AV,1,1,Y,73,69,53,42,,,
1627,10/13/15,57,D,III,a,CB,1,1,Y,103,41,34,27,,,
1628,10/13/15,57,D,III,a,GD,1,1,.,.,.,.,.,,,
1629,10/13/15,57,D,III,a,LE,0,0,.,.,.,.,.,,,
1630,10/13/15,57,D,III,a,NG,1,1,N,0,80,140,34,,,
1631,10/13/15,57,D,III,a,SS,1,0,.,.,.,.,.,,,
1632,10/13/15,57,D,III,b,AB,1,1,Y,141,136,146,52,,,
1633,10/13/15,57,D,III,b,AV,1,1,Y,12,73,58,36,,,
1634,10/13/15,57,D,III,b,CB,1,0,.,.,.,.,.,,,
1635,10/13/15,57,D,III,b,GD,1,.,.,.,.,.,.,NOT FOUND 2015,,
1636,10/13/15,57,D,III,b,LE,1,0,.,.,.,.,.,,,
1637,10/13/15,57,D,III,b,NG,1,.,.,.,.,.,.,SENESCED,,
1638,10/13/15,57,D,III,b,SS,1,1,Y,23,104,97,71,,,
1639,10/13/15,57,D,III,c,AB,1,1,N,0,91,50,42,,,
1640,10/13/15,57,D,III,c,AV,1,.,.,.,.,.,.,NOT FOUND 2015,,
1641,10/13/15,57,D,III,c,CB,0,0,.,.,.,.,.,,,
1642,10/13/15,57,D,III,c,GD,0,0,.,.,.,.,.,,,
1643,10/13/15,57,D,III,c,LE,0,0,.,.,.,.,.,,,
1644,10/13/15,57,D,III,c,NG,1,1,Y,1,108,94,39,,,
1645,10/13/15,57,D,III,c,SS,0,0,.,.,.,.,.,,,
1646,10/13/15,57,D,III,d,AB,.,0,.,.,.,.,.,,,
1647,10/13/15,57,D,III,d,AV,1,0,.,.,.,.,.,,,
1648,10/13/15,57,D,III,d,CB,1,1,Y,16,28,26,28,,,
1649,10/13/15,57,D,III,d,GD,1,0,.,.,.,.,.,,,
1650,10/13/15,57,D,III,d,LE,1,1,Y,10,12,11,28,,,
1651,10/13/15,57,D,III,d,NG,1,1,N,0,131,115,51,,,
1652,10/13/15,57,D,III,d,SS,1,0,.,.,.,.,.,,,
1653,10/13/15,57,D,IV,a,AB,1,1,N,0,77,93,37,,,
1654,10/13/15,57,D,IV,a,AV,1,1,Y,5,58,44,62,,,
1655,10/13/15,57,D,IV,a,CB,0,0,.,.,.,.,.,,,
1656,10/13/15,57,D,IV,a,GD,1,0,.,.,.,.,.,,,
1657,10/13/15,57,D,IV,a,LE,0,0,.,.,.,.,.,,,
1658,10/13/15,57,D,IV,a,NG,1,1,Y,1,82,67,53,,,
1659,10/13/15,57,D,IV,a,SS,1,1,Y,3,87,62,101,,,
1660,10/13/15,57,D,IV,b,AB,1,1,Y,112,135,127,78,,,
1661,10/13/15,57,D,IV,b,AV,1,1,N,0,75,58,31,FIRE ANT MOUND IN PLANT,18,
1662,10/13/15,57,D,IV,b,CB,1,1,Y,148,31,48,50,,22,
1663,10/13/15,57,D,IV,b,GD,1,1,.,.,.,.,.,,,
1664,10/13/15,57,D,IV,b,LE,0,0,.,.,.,.,.,,,
1665,10/13/15,57,D,IV,b,NG,1,1,Y,3,95,112,75,HERBIVORY,,
1666,10/13/15,57,D,IV,b,SS,.,1,Y,2,45,54,69,,1,
1667,10/13/15,57,D,IV,c,AB,1,1,Y,122,145,142,57,,,
1668,10/13/15,57,D,IV,c,AV,1,1,Y,13,53,64,35,,,
1669,10/13/15,57,D,IV,c,CB,1,1,Y,379,112,63,30,,,
1670,10/13/15,57,D,IV,c,GD,0,0,.,.,.,.,.,,,
1671,10/13/15,57,D,IV,c,LE,1,0,.,.,.,.,.,,,
1672,10/13/15,57,D,IV,c,NG,1,1,N,0,80,103,37,REPROD. LAST YEAR,,
1673,10/13/15,57,D,IV,c,SS,1,0,.,.,.,.,.,,,
1674,10/13/15,57,D,IV,d,AB,1,1,Y,44,126,128,55,,,
1675,10/13/15,57,D,IV,d,AV,1,1,Y,55,59,94,38,,,
1676,10/13/15,57,D,IV,d,CB,1,0,.,.,.,.,.,,,
1677,10/13/15,57,D,IV,d,GD,0,0,.,.,.,.,.,,,
1678,10/13/15,57,D,IV,d,LE,0,0,.,.,.,.,.,,,
1679,10/13/15,57,D,IV,d,NG,1,1,Y,1,102,99,56,,,
1680,10/13/15,57,D,IV,d,SS,0,0,.,.,.,.,.,,,
1681,10/13/15,57,E,I,a,AB,1,1,Y,260,163,185,58,,,
1682,10/13/15,57,E,I,a,AV,1,1,Y,4,35,33,11,,,
1683,10/13/15,57,E,I,a,CB,1,1,Y,14,15,44,24,,,
1684,10/13/15,57,E,I,a,GD,1,1,.,.,.,.,.,,,
1685,10/13/15,57,E,I,a,LE,1,1,Y,38,31,32,43,,,
1686,10/13/15,57,E,I,a,NG,1,1,N,0,66,70,31,,,
1687,10/13/15,57,E,I,a,SS,1,0,.,.,.,.,.,,,
1688,10/13/15,57,E,I,b,AB,1,1,Y,5,112,114,44,,,
1689,10/13/15,57,E,I,b,AV,1,1,Y,24,49,47,23,,,
1690,10/13/15,57,E,I,b,CB,1,1,Y,632,52,60,42,,21,
1691,10/13/15,57,E,I,b,GD,1,1,.,.,.,.,.,,,
1692,10/13/15,57,E,I,b,LE,.,0,.,.,.,.,.,,,
1693,10/13/15,57,E,I,b,NG,1,1,N,0,121,128,40,,,
1694,10/13/15,57,E,I,b,SS,1,0,.,.,.,.,.,,,
1695,10/13/15,57,E,I,c,AB,1,1,Y,65,103,132,40,,,
1696,10/13/15,57,E,I,c,AV,1,1,Y,32,58,65,78,,,
1697,10/13/15,57,E,I,c,CB,0,0,.,.,.,.,.,,,
1698,10/13/15,57,E,I,c,GD,0,0,.,.,.,.,.,,,
1699,10/13/15,57,E,I,c,LE,0,0,.,.,.,.,.,,,
1700,10/13/15,57,E,I,c,NG,1,1,N,0,94,141,41,,,
1701,10/13/15,57,E,I,c,SS,1,0,.,.,.,.,.,,,
1702,10/13/15,57,E,I,d,AB,1,1,Y,124,115,129,33,,,
1703,10/13/15,57,E,I,d,AV,1,1,Y,39,68,84,32,FIRE ANT MOUND IN PLANT,,
1704,10/13/15,57,E,I,d,CB,0,0,.,.,.,.,.,,,
1705,10/13/15,57,E,I,d,GD,0,0,.,.,.,.,.,,,
1706,10/13/15,57,E,I,d,LE,0,0,.,.,.,.,.,,,
1707,10/13/15,57,E,I,d,NG,1,1,N,0,80,93,22,,,
1708,10/13/15,57,E,I,d,SS,1,1,N,0,39,41,44,,18,
1709,10/13/15,57,E,II,a,AB,1,1,Y,17,123,111,51,,,
1710,10/13/15,57,E,II,a,AV,1,1,Y,18,49,38,37,,,
1711,10/13/15,57,E,II,a,CB,1,0,.,.,.,.,.,,,
1712,10/13/15,57,E,II,a,GD,1,0,.,.,.,.,.,,,
1713,10/13/15,57,E,II,a,LE,1,0,.,.,.,.,.,,,
1714,10/13/15,57,E,II,a,NG,1,1,Y,1,86,88,39,,,
1715,10/13/15,57,E,II,a,SS,1,1,Y,23,155,207,73,COULD BE MULTIPLE SS,,
1716,10/13/15,57,E,II,b,AB,1,1,Y,16,111,94,32,,,
1717,10/13/15,57,E,II,b,AV,1,1,Y,3,62,64,22,,,
1718,10/13/15,57,E,II,b,CB,1,1,Y,15,21,21,17,,,
1719,10/13/15,57,E,II,b,GD,1,0,.,.,.,.,.,,,
1720,10/13/15,57,E,II,b,LE,0,0,.,.,.,.,.,,,
1721,10/13/15,57,E,II,b,NG,0,0,.,.,.,.,.,,,
1722,10/13/15,57,E,II,b,SS,1,1,N,0,36,53,41,,,
1723,10/13/15,57,E,II,c,AB,1,1,Y,2,82,109,42,,,
1724,10/13/15,57,E,II,c,AV,1,1,Y,41,56,48,34,,,
1725,10/13/15,57,E,II,c,CB,1,1,Y,58,31,43,27,,,
1726,10/13/15,57,E,II,c,GD,0,0,.,.,.,.,.,,,
1727,10/13/15,57,E,II,c,LE,0,0,.,.,.,.,.,,,
1728,10/13/15,57,E,II,c,NG,1,1,N,0,85,104,40,,,
1729,10/13/15,57,E,II,c,SS,0,0,.,.,.,.,.,,,
1730,10/13/15,57,E,II,d,AB,1,1,Y,109,131,134,55,,,
1731,10/13/15,57,E,II,d,AV,1,1,Y,41,62,70,35,,,
1732,10/13/15,57,E,II,d,CB,1,1,Y,29,22,23,10,,21,
1733,10/13/15,57,E,II,d,GD,0,0,.,.,.,.,.,,,
1734,10/13/15,57,E,II,d,LE,1,1,Y,37,19,22,27,,,
1735,10/13/15,57,E,II,d,NG,1,1,N,0,57,49,45,,,
1736,10/13/15,57,E,II,d,SS,1,1,N,0,14,35,24,,,
1737,10/13/15,57,E,III,a,AB,0,0,.,.,.,.,.,,,
1738,10/13/15,57,E,III,a,AV,0,0,.,.,.,.,.,,,
1739,10/13/15,57,E,III,a,CB,0,0,.,.,.,.,.,,,
1740,10/13/15,57,E,III,a,GD,1,0,.,.,.,.,.,,,
1741,10/13/15,57,E,III,a,LE,0,0,.,.,.,.,.,,,
1742,10/13/15,57,E,III,a,NG,0,0,.,.,.,.,.,,,
1743,10/13/15,57,E,III,a,SS,1,1,N,0,54,57,37,,,
1744,10/13/15,57,E,III,b,AB,1,1,Y,66,123,128,56,,,
1745,10/13/15,57,E,III,b,AV,1,1,Y,22,77,81,33,,,
1746,10/13/15,57,E,III,b,CB,1,1,Y,248,53,74,19,,,
1747,10/13/15,57,E,III,b,GD,1,1,.,.,.,.,.,,,
1748,10/13/15,57,E,III,b,LE,0,0,.,.,.,.,.,,,
1749,10/13/15,57,E,III,b,NG,1,1,Y,5,105,109,35,,,
1750,10/13/15,57,E,III,b,SS,1,1,Y,3,87,94,66,,,
1751,10/13/15,57,E,III,c,AB,1,1,Y,78,139,123,44,,,
1752,10/13/15,57,E,III,c,AV,1,1,Y,25,59,54,22,,,
1753,10/13/15,57,E,III,c,CB,1,1,Y,347,54,52,25,,,
1754,10/13/15,57,E,III,c,GD,0,0,.,.,.,.,.,,,
1755,10/13/15,57,E,III,c,LE,0,0,.,.,.,.,.,,,
1756,10/13/15,57,E,III,c,NG,1,1,Y,1,85,95,45,,,
1757,10/13/15,57,E,III,c,SS,1,0,.,.,.,.,.,,,
1758,10/13/15,57,E,III,d,AB,1,1,Y,1,77,71,43,FIRE ANT MOUND IN PLANT,,
1759,10/13/15,57,E,III,d,AV,1,1,Y,18,65,59,31,,,
1760,10/13/15,57,E,III,d,CB,1,1,Y,140,34,43,20,,,
1761,10/13/15,57,E,III,d,GD,1,1,.,.,.,.,.,,,
1762,10/13/15,57,E,III,d,LE,0,0,.,.,.,.,.,,,
1763,10/13/15,57,E,III,d,NG,1,1,N,0,113,124,83,,,
1764,10/13/15,57,E,III,d,SS,1,1,Y,3,105,149,56,,,
1765,10/13/15,57,E,IV,a,AB,1,1,Y,11,64,77,22,,,
1766,10/13/15,57,E,IV,a,AV,1,1,Y,1,33,24,10,,,
1767,10/13/15,57,E,IV,a,CB,1,1,Y,252,52,55,40,,,
1768,10/13/15,57,E,IV,a,GD,1,1,.,.,.,.,.,,,
1769,10/13/15,57,E,IV,a,LE,1,1,Y,512,132,112,33,,,
1770,10/13/15,57,E,IV,a,NG,1,1,Y,1,75,86,26,,,
1771,10/13/15,57,E,IV,a,SS,1,1,Y,1,78,83,45,,,
1772,10/13/15,57,E,IV,b,AB,1,1,Y,158,173,177,62,,,
1773,10/13/15,57,E,IV,b,AV,1,1,Y,19,64,72,35,,,
1774,10/13/15,57,E,IV,b,CB,1,1,Y,46,13,21,31,,,
1775,10/13/15,57,E,IV,b,GD,1,1,.,.,.,.,.,,,
1776,10/13/15,57,E,IV,b,LE,1,1,Y,27,45,63,34,,,
1777,10/13/15,57,E,IV,b,NG,1,1,Y,4,111,155,42,,,
1778,10/13/15,57,E,IV,b,SS,1,1,N,0,64,61,52,,,
1779,10/13/15,57,E,IV,c,AB,1,1,Y,89,154,177,64,,,
1780,10/13/15,57,E,IV,c,AV,1,1,Y,21,59,52,32,,,
1781,10/13/15,57,E,IV,c,CB,1,1,Y,570,78,82,47,,,
1782,10/13/15,57,E,IV,c,GD,.,0,.,.,.,.,.,,,
1783,10/13/15,57,E,IV,c,LE,1,1,Y,.,14,23,45,NO # FOR STRUCT.,,
1784,10/13/15,57,E,IV,c,NG,1,1,Y,2,127,128,40,,,
1785,10/13/15,57,E,IV,c,SS,1,1,Y,3,68,77,41,,,
1786,10/13/15,57,E,IV,d,AB,1,1,Y,24,97,89,34,,,
1787,10/13/15,57,E,IV,d,AV,1,1,Y,8,45,67,12,,,
