"block","patch","corner","distance","species","stalk","no.viable_seeds","no.nonviable_seeds","notes","dispersed_percent","plant_ID","ptype","live","reproductive","length","width","height","no_basal_fl","no_axil_fl","predisp_seedpred","flags","Flag.Notes","dist_num"
"8","A","IV","a","Liatris",1,NA,NA,NA,NA,"LE.8.A.IV.a","Center",1,0,"14","18","8","0",NA,NA,"0",NA,0
"8","A","IV","a","Liatris",2,NA,NA,NA,NA,"LE.8.A.IV.a","Center",1,0,"14","18","8","0",NA,NA,"0",NA,0
"8","A","IV","a","Liatris",3,NA,NA,NA,NA,"LE.8.A.IV.a","Center",1,0,"14","18","8","0",NA,NA,"0",NA,0
"8","A","IV","a","Carphephorus",1,NA,NA,NA,NA,"CB.8.A.IV.a","Center",1,0,"5","10","2","0",NA,NA,"0",NA,0
"8","A","IV","a","Carphephorus",2,NA,NA,NA,NA,"CB.8.A.IV.a","Center",1,0,"5","10","2","0",NA,NA,"0",NA,0
"8","A","IV","a","Carphephorus",3,NA,NA,NA,NA,"CB.8.A.IV.a","Center",1,0,"5","10","2","0",NA,NA,"0",NA,0
"8","A","IV","a","Sorghastrum",1,NA,NA,NA,NA,"SS.8.A.IV.a","Center",1,0,"38","31","26","0",NA,NA,"0",NA,0
"8","A","IV","a","Sorghastrum",2,NA,NA,NA,NA,"SS.8.A.IV.a","Center",1,0,"38","31","26","0",NA,NA,"0",NA,0
"8","A","IV","a","Sorghastrum",3,NA,NA,NA,NA,"SS.8.A.IV.a","Center",1,0,"38","31","26","0",NA,NA,"0",NA,0
"8","A","IV","a","Aristida",1,NA,NA,NA,NA,"AB.8.A.IV.a","Center",1,0,"27","29","18","0",NA,NA,"0",NA,0
"8","A","IV","a","Aristida",2,NA,NA,NA,NA,"AB.8.A.IV.a","Center",1,0,"27","29","18","0",NA,NA,"0",NA,0
"8","A","IV","a","Aristida",3,NA,NA,NA,NA,"AB.8.A.IV.a","Center",1,0,"27","29","18","0",NA,NA,"0",NA,0
"8","A","IV","a","Anthaenantia",1,NA,NA,NA,NA,"AV.8.A.IV.a","Center",1,0,"30","19","3","0",NA,NA,"0",NA,0
"8","A","IV","a","Anthaenantia",2,NA,NA,NA,NA,"AV.8.A.IV.a","Center",1,0,"30","19","3","0",NA,NA,"0",NA,0
"8","A","IV","a","Anthaenantia",3,NA,NA,NA,NA,"AV.8.A.IV.a","Center",1,0,"30","19","3","0",NA,NA,"0",NA,0
"8","A","IV","b","Liatris",1,"0","6",NA,NA,"LE.8.A.IV.b","Center",1,1,"51","27","54","1","0","0.166666667","0",NA,10
"8","A","IV","b","Liatris",2,"0","9",NA,NA,"LE.8.A.IV.b","Center",1,1,"51","27","54","1","0","0.166666667","0",NA,10
"8","A","IV","b","Liatris",3,NA,NA,NA,NA,"LE.8.A.IV.b","Center",1,1,"51","27","54","1","0","0.166666667","0",NA,10
"8","A","IV","b","Carphephorus",1,"0","20",NA,NA,"CB.8.A.IV.b","Center",1,1,"32","22","30","2","17","0","0",NA,10
"8","A","IV","b","Carphephorus",2,"0","22",NA,NA,"CB.8.A.IV.b","Center",1,1,"32","22","30","2","17","0","0",NA,10
"8","A","IV","b","Carphephorus",3,NA,NA,NA,NA,"CB.8.A.IV.b","Center",1,1,"32","22","30","2","17","0","0",NA,10
"8","A","IV","b","Sorghastrum",1,"31","108",NA,NA,"SS.8.A.IV.b","Center",1,1,"47","37","31","6",NA,"0.4","0",NA,10
"8","A","IV","b","Sorghastrum",2,NA,NA,NA,NA,"SS.8.A.IV.b","Center",1,1,"47","37","31","6",NA,"0.4","0",NA,10
"8","A","IV","b","Sorghastrum",3,NA,NA,NA,NA,"SS.8.A.IV.b","Center",1,1,"47","37","31","6",NA,"0.4","0",NA,10
"8","A","IV","b","Aristida",1,"39","66",NA,NA,"AB.8.A.IV.b","Center",1,1,"64","56","25","3",NA,"1.5","0",NA,10
"8","A","IV","b","Aristida",2,NA,NA,NA,NA,"AB.8.A.IV.b","Center",1,1,"64","56","25","3",NA,"1.5","0",NA,10
"8","A","IV","b","Aristida",3,NA,NA,NA,NA,"AB.8.A.IV.b","Center",1,1,"64","56","25","3",NA,"1.5","0",NA,10
"8","A","IV","b","Anthaenantia",1,NA,NA,NA,NA,"AV.8.A.IV.b","Center",1,0,"1.5","2","6","0",NA,NA,"0",NA,10
"8","A","IV","b","Anthaenantia",2,NA,NA,NA,NA,"AV.8.A.IV.b","Center",1,0,"1.5","2","6","0",NA,NA,"0",NA,10
"8","A","IV","b","Anthaenantia",3,NA,NA,NA,NA,"AV.8.A.IV.b","Center",1,0,"1.5","2","6","0",NA,NA,"0",NA,10
"8","A","IV","c","Liatris",1,NA,NA,NA,NA,"LE.8.A.IV.c","Center",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,19
"8","A","IV","c","Liatris",2,NA,NA,NA,NA,"LE.8.A.IV.c","Center",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,19
"8","A","IV","c","Liatris",3,NA,NA,NA,NA,"LE.8.A.IV.c","Center",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,19
"8","A","IV","c","Carphephorus",1,NA,NA,NA,NA,"CB.8.A.IV.c","Center",1,0,"15","14.5","8","0",NA,NA,"0",NA,19
"8","A","IV","c","Carphephorus",2,NA,NA,NA,NA,"CB.8.A.IV.c","Center",1,0,"15","14.5","8","0",NA,NA,"0",NA,19
"8","A","IV","c","Carphephorus",3,NA,NA,NA,NA,"CB.8.A.IV.c","Center",1,0,"15","14.5","8","0",NA,NA,"0",NA,19
"8","A","IV","c","Sorghastrum",1,NA,NA,NA,NA,"SS.8.A.IV.c","Center",1,0,"36","41","29","0",NA,NA,"0",NA,19
"8","A","IV","c","Sorghastrum",2,NA,NA,NA,NA,"SS.8.A.IV.c","Center",1,0,"36","41","29","0",NA,NA,"0",NA,19
"8","A","IV","c","Sorghastrum",3,NA,NA,NA,NA,"SS.8.A.IV.c","Center",1,0,"36","41","29","0",NA,NA,"0",NA,19
"8","A","IV","c","Aristida",1,"0","36",NA,NA,"AB.8.A.IV.c","Center",1,1,"114","125","31","75",NA,"0","0",NA,19
"8","A","IV","c","Aristida",2,"7","56",NA,NA,"AB.8.A.IV.c","Center",1,1,"114","125","31","75",NA,"0","0",NA,19
"8","A","IV","c","Aristida",3,NA,NA,NA,NA,"AB.8.A.IV.c","Center",1,1,"114","125","31","75",NA,"0","0",NA,19
"8","A","IV","c","Anthaenantia",1,"16","87",NA,NA,"AV.8.A.IV.c","Center",1,1,"29","28","15","8",NA,"0.1","0",NA,19
"8","A","IV","c","Anthaenantia",2,"0","17","stalk appears to be girdled by zip-tie; did not count several small undeveloped seeds",NA,"AV.8.A.IV.c","Center",1,1,"29","28","15","8",NA,"0.1","0",NA,19
"8","A","IV","c","Anthaenantia",3,"46","33","stalk painted for dispersal study",NA,"AV.8.A.IV.c","Center",1,1,"29","28","15","8",NA,"0.1","0",NA,19
"8","A","IV","d","Liatris",1,"1","10",NA,NA,"LE.8.A.IV.d","Center",1,1,"4","6","29","1","0","0","0",NA,36
"8","A","IV","d","Liatris",2,NA,NA,NA,NA,"LE.8.A.IV.d","Center",1,1,"4","6","29","1","0","0","0",NA,36
"8","A","IV","d","Liatris",3,NA,NA,NA,NA,"LE.8.A.IV.d","Center",1,1,"4","6","29","1","0","0","0",NA,36
"8","A","IV","d","Carphephorus",1,"1","23",NA,NA,"CB.8.A.IV.d","Center",1,1,"18","20","25","2","16","0","0",NA,36
"8","A","IV","d","Carphephorus",2,NA,NA,NA,NA,"CB.8.A.IV.d","Center",1,1,"18","20","25","2","16","0","0",NA,36
"8","A","IV","d","Carphephorus",3,NA,NA,NA,NA,"CB.8.A.IV.d","Center",1,1,"18","20","25","2","16","0","0",NA,36
"8","A","IV","d","Sorghastrum",1,NA,NA,NA,NA,"SS.8.A.IV.d","Center",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"8","A","IV","d","Sorghastrum",2,NA,NA,NA,NA,"SS.8.A.IV.d","Center",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"8","A","IV","d","Sorghastrum",3,NA,NA,NA,NA,"SS.8.A.IV.d","Center",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"8","A","IV","d","Aristida",1,"12","78",NA,NA,"AB.8.A.IV.d","Center",1,1,"80","72","33","78",NA,"0","0",NA,36
"8","A","IV","d","Aristida",2,NA,NA,NA,NA,"AB.8.A.IV.d","Center",1,1,"80","72","33","78",NA,"0","0",NA,36
"8","A","IV","d","Aristida",3,NA,NA,NA,NA,"AB.8.A.IV.d","Center",1,1,"80","72","33","78",NA,"0","0",NA,36
"8","A","IV","d","Anthaenantia",1,NA,NA,NA,NA,"AV.8.A.IV.d","Center",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"8","A","IV","d","Anthaenantia",2,NA,NA,NA,NA,"AV.8.A.IV.d","Center",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"8","A","IV","d","Anthaenantia",3,NA,NA,NA,NA,"AV.8.A.IV.d","Center",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"8","B","I","a","Liatris",1,NA,NA,NA,NA,"LE.8.B.I.a","Connected",1,0,"9","13","9","0",NA,NA,"0",NA,0
"8","B","I","a","Liatris",2,NA,NA,NA,NA,"LE.8.B.I.a","Connected",1,0,"9","13","9","0",NA,NA,"0",NA,0
"8","B","I","a","Liatris",3,NA,NA,NA,NA,"LE.8.B.I.a","Connected",1,0,"9","13","9","0",NA,NA,"0",NA,0
"8","B","I","a","Carphephorus",1,NA,NA,NA,NA,"CB.8.B.I.a","Connected",1,0,"12","11.5","4","0",NA,NA,"0",NA,0
"8","B","I","a","Carphephorus",2,NA,NA,NA,NA,"CB.8.B.I.a","Connected",1,0,"12","11.5","4","0",NA,NA,"0",NA,0
"8","B","I","a","Carphephorus",3,NA,NA,NA,NA,"CB.8.B.I.a","Connected",1,0,"12","11.5","4","0",NA,NA,"0",NA,0
"8","B","I","a","Sorghastrum",1,NA,NA,NA,NA,"SS.8.B.I.a","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0
"8","B","I","a","Sorghastrum",2,NA,NA,NA,NA,"SS.8.B.I.a","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0
"8","B","I","a","Sorghastrum",3,NA,NA,NA,NA,"SS.8.B.I.a","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0
"8","B","I","a","Aristida",1,NA,NA,NA,NA,"AB.8.B.I.a","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0
"8","B","I","a","Aristida",2,NA,NA,NA,NA,"AB.8.B.I.a","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0
"8","B","I","a","Aristida",3,NA,NA,NA,NA,"AB.8.B.I.a","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0
"8","B","I","a","Anthaenantia",1,"119","25",NA,NA,"AV.8.B.I.a","Connected",1,0,"1.5","10","6.5","0",NA,NA,"0",NA,0
"8","B","I","a","Anthaenantia",2,NA,NA,NA,NA,"AV.8.B.I.a","Connected",1,0,"1.5","10","6.5","0",NA,NA,"0",NA,0
"8","B","I","a","Anthaenantia",3,NA,NA,NA,NA,"AV.8.B.I.a","Connected",1,0,"1.5","10","6.5","0",NA,NA,"0",NA,0
"8","B","I","b","Liatris",1,NA,NA,NA,NA,"LE.8.B.I.b","Connected",1,0,"13.5","14","11","0",NA,NA,"0",NA,10
"8","B","I","b","Liatris",2,NA,NA,NA,NA,"LE.8.B.I.b","Connected",1,0,"13.5","14","11","0",NA,NA,"0",NA,10
"8","B","I","b","Liatris",3,NA,NA,NA,NA,"LE.8.B.I.b","Connected",1,0,"13.5","14","11","0",NA,NA,"0",NA,10
"8","B","I","b","Carphephorus",1,NA,NA,NA,NA,"CB.8.B.I.b","Connected",1,0,"11","10.5","6","0",NA,NA,"0",NA,10
"8","B","I","b","Carphephorus",2,NA,NA,NA,NA,"CB.8.B.I.b","Connected",1,0,"11","10.5","6","0",NA,NA,"0",NA,10
"8","B","I","b","Carphephorus",3,NA,NA,NA,NA,"CB.8.B.I.b","Connected",1,0,"11","10.5","6","0",NA,NA,"0",NA,10
"8","B","I","b","Sorghastrum",1,NA,NA,NA,NA,"SS.8.B.I.b","Connected",1,0,"22.5","28","21.5","0",NA,NA,"0",NA,10
"8","B","I","b","Sorghastrum",2,NA,NA,NA,NA,"SS.8.B.I.b","Connected",1,0,"22.5","28","21.5","0",NA,NA,"0",NA,10
"8","B","I","b","Sorghastrum",3,NA,NA,NA,NA,"SS.8.B.I.b","Connected",1,0,"22.5","28","21.5","0",NA,NA,"0",NA,10
"8","B","I","b","Aristida",1,NA,NA,NA,NA,"AB.8.B.I.b","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,10
"8","B","I","b","Aristida",2,NA,NA,NA,NA,"AB.8.B.I.b","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,10
"8","B","I","b","Aristida",3,NA,NA,NA,NA,"AB.8.B.I.b","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,10
"8","B","I","b","Anthaenantia",1,"44","13",NA,NA,"AV.8.B.I.b","Connected",1,1,"28","23","15","12",NA,"0","0",NA,10
"8","B","I","b","Anthaenantia",2,NA,NA,NA,NA,"AV.8.B.I.b","Connected",1,1,"28","23","15","12",NA,"0","0",NA,10
"8","B","I","b","Anthaenantia",3,NA,NA,NA,NA,"AV.8.B.I.b","Connected",1,1,"28","23","15","12",NA,"0","0",NA,10
"8","B","I","c","Liatris",1,"0","8",NA,NA,"LE.8.B.I.c","Connected",1,1,"7.5","6","28","1","0","0.125","0",NA,19
"8","B","I","c","Liatris",2,"0","8",NA,NA,"LE.8.B.I.c","Connected",1,1,"7.5","6","28","1","0","0.125","0",NA,19
"8","B","I","c","Liatris",3,NA,NA,NA,NA,"LE.8.B.I.c","Connected",1,1,"7.5","6","28","1","0","0.125","0",NA,19
"8","B","I","c","Carphephorus",1,"0","25",NA,NA,"CB.8.B.I.c","Connected",1,1,"15","14.5","34","1","12","0","0",NA,19
"8","B","I","c","Carphephorus",2,NA,NA,NA,NA,"CB.8.B.I.c","Connected",1,1,"15","14.5","34","1","12","0","0",NA,19
"8","B","I","c","Carphephorus",3,NA,NA,NA,NA,"CB.8.B.I.c","Connected",1,1,"15","14.5","34","1","12","0","0",NA,19
"8","B","I","c","Sorghastrum",1,NA,NA,NA,NA,"SS.8.B.I.c","Connected",1,0,"36","38","15","0",NA,NA,"0",NA,19
"8","B","I","c","Sorghastrum",2,NA,NA,NA,NA,"SS.8.B.I.c","Connected",1,0,"36","38","15","0",NA,NA,"0",NA,19
"8","B","I","c","Sorghastrum",3,NA,NA,NA,NA,"SS.8.B.I.c","Connected",1,0,"36","38","15","0",NA,NA,"0",NA,19
"8","B","I","c","Aristida",1,NA,NA,NA,NA,"AB.8.B.I.c","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,19
"8","B","I","c","Aristida",2,NA,NA,NA,NA,"AB.8.B.I.c","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,19
"8","B","I","c","Aristida",3,NA,NA,NA,NA,"AB.8.B.I.c","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,19
"8","B","I","c","Anthaenantia",1,"60","11",NA,NA,"AV.8.B.I.c","Connected",1,1,"31","42","27.5","5",NA,"0","0",NA,19
"8","B","I","c","Anthaenantia",2,NA,NA,NA,NA,"AV.8.B.I.c","Connected",1,1,"31","42","27.5","5",NA,"0","0",NA,19
"8","B","I","c","Anthaenantia",3,NA,NA,NA,NA,"AV.8.B.I.c","Connected",1,1,"31","42","27.5","5",NA,"0","0",NA,19
"8","B","I","d","Liatris",1,"0","8",NA,NA,"LE.8.B.I.d","Connected",1,1,"25","28","48","1","0",NA,"0",NA,36
"8","B","I","d","Liatris",2,NA,NA,NA,NA,"LE.8.B.I.d","Connected",1,1,"25","28","48","1","0",NA,"0",NA,36
"8","B","I","d","Liatris",3,NA,NA,NA,NA,"LE.8.B.I.d","Connected",1,1,"25","28","48","1","0",NA,"0",NA,36
"8","B","I","d","Carphephorus",1,"0","24",NA,NA,"CB.8.B.I.d","Connected",1,1,"49.5","24","7","1","8","0","0",NA,36
"8","B","I","d","Carphephorus",2,"5","21",NA,NA,"CB.8.B.I.d","Connected",1,1,"49.5","24","7","1","8","0","0",NA,36
"8","B","I","d","Carphephorus",3,"2","25",NA,NA,"CB.8.B.I.d","Connected",1,1,"49.5","24","7","1","8","0","0",NA,36
"8","B","I","d","Sorghastrum",1,NA,NA,NA,NA,"SS.8.B.I.d","Connected",1,0,"61","53","41.5","0",NA,NA,"0",NA,36
"8","B","I","d","Sorghastrum",2,NA,NA,NA,NA,"SS.8.B.I.d","Connected",1,0,"61","53","41.5","0",NA,NA,"0",NA,36
"8","B","I","d","Sorghastrum",3,NA,NA,NA,NA,"SS.8.B.I.d","Connected",1,0,"61","53","41.5","0",NA,NA,"0",NA,36
"8","B","I","d","Aristida",1,"0","21",NA,NA,"AB.8.B.I.d","Connected",1,1,"69","59","48","13",NA,"0.2","0",NA,36
"8","B","I","d","Aristida",2,NA,NA,NA,NA,"AB.8.B.I.d","Connected",1,1,"69","59","48","13",NA,"0.2","0",NA,36
"8","B","I","d","Aristida",3,NA,NA,NA,NA,"AB.8.B.I.d","Connected",1,1,"69","59","48","13",NA,"0.2","0",NA,36
"8","B","I","d","Anthaenantia",1,"0","79",NA,NA,"AV.8.B.I.d","Connected",1,1,"46","55","16.5","20",NA,"0","0",NA,36
"8","B","I","d","Anthaenantia",2,"0","97",NA,NA,"AV.8.B.I.d","Connected",1,1,"46","55","16.5","20",NA,"0","0",NA,36
"8","B","I","d","Anthaenantia",3,"0","109",NA,NA,"AV.8.B.I.d","Connected",1,1,"46","55","16.5","20",NA,"0","0",NA,36
"8","B","II","a","Liatris",1,"5","5",NA,NA,"LE.8.B.II.a","Connected",1,1,"67","62","9.5","1","3","0","0",NA,0
"8","B","II","a","Liatris",2,"1","9",NA,NA,"LE.8.B.II.a","Connected",1,1,"67","62","9.5","1","3","0","0",NA,0
"8","B","II","a","Liatris",3,"8","3",NA,NA,"LE.8.B.II.a","Connected",1,1,"67","62","9.5","1","3","0","0",NA,0
"8","B","II","a","Carphephorus",1,NA,NA,NA,NA,"CB.8.B.II.a","Connected",1,0,"9","10.5","3","0",NA,NA,"0",NA,0
"8","B","II","a","Carphephorus",2,NA,NA,NA,NA,"CB.8.B.II.a","Connected",1,0,"9","10.5","3","0",NA,NA,"0",NA,0
"8","B","II","a","Carphephorus",3,NA,NA,NA,NA,"CB.8.B.II.a","Connected",1,0,"9","10.5","3","0",NA,NA,"0",NA,0
"8","B","II","a","Sorghastrum",1,NA,NA,NA,NA,"SS.8.B.II.a","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0
"8","B","II","a","Sorghastrum",2,NA,NA,NA,NA,"SS.8.B.II.a","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0
"8","B","II","a","Sorghastrum",3,NA,NA,NA,NA,"SS.8.B.II.a","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0
"8","B","II","a","Aristida",1,NA,NA,NA,NA,"AB.8.B.II.a","Connected",1,0,"74","72","30","0",NA,NA,"0",NA,0
"8","B","II","a","Aristida",2,NA,NA,NA,NA,"AB.8.B.II.a","Connected",1,0,"74","72","30","0",NA,NA,"0",NA,0
"8","B","II","a","Aristida",3,NA,NA,NA,NA,"AB.8.B.II.a","Connected",1,0,"74","72","30","0",NA,NA,"0",NA,0
"8","B","II","a","Anthaenantia",1,NA,NA,NA,NA,"AV.8.B.II.a","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0
"8","B","II","a","Anthaenantia",2,NA,NA,NA,NA,"AV.8.B.II.a","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0
"8","B","II","a","Anthaenantia",3,NA,NA,NA,NA,"AV.8.B.II.a","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0
"8","B","II","b","Liatris",1,NA,NA,NA,NA,"LE.8.B.II.b","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,10
"8","B","II","b","Liatris",2,NA,NA,NA,NA,"LE.8.B.II.b","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,10
"8","B","II","b","Liatris",3,NA,NA,NA,NA,"LE.8.B.II.b","Connected",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,10
"8","B","II","b","Carphephorus",1,NA,NA,NA,NA,"CB.8.B.II.b","Connected",1,0,"17","18","7","0",NA,NA,"0",NA,10
"8","B","II","b","Carphephorus",2,NA,NA,NA,NA,"CB.8.B.II.b","Connected",1,0,"17","18","7","0",NA,NA,"0",NA,10
"8","B","II","b","Carphephorus",3,NA,NA,NA,NA,"CB.8.B.II.b","Connected",1,0,"17","18","7","0",NA,NA,"0",NA,10
"8","B","II","b","Sorghastrum",1,NA,NA,NA,NA,"SS.8.B.II.b","Connected",1,0,"61","51","32","0",NA,NA,"0",NA,10
"8","B","II","b","Sorghastrum",2,NA,NA,NA,NA,"SS.8.B.II.b","Connected",1,0,"61","51","32","0",NA,NA,"0",NA,10
"8","B","II","b","Sorghastrum",3,NA,NA,NA,NA,"SS.8.B.II.b","Connected",1,0,"61","51","32","0",NA,NA,"0",NA,10
"8","B","II","b","Aristida",1,"2","153",NA,NA,"AB.8.B.II.b","Connected",1,1,"47","53","28","5",NA,"0","0",NA,10
"8","B","II","b","Aristida",2,NA,NA,NA,NA,"AB.8.B.II.b","Connected",1,1,"47","53","28","5",NA,"0","0",NA,10
"8","B","II","b","Aristida",3,NA,NA,NA,NA,"AB.8.B.II.b","Connected",1,1,"47","53","28","5",NA,"0","0",NA,10
"8","B","II","b","Anthaenantia",1,NA,NA,NA,NA,"AV.8.B.II.b","Connected",0,NA,NA,NA,NA,NA,NA,"0.1","1","delete pre-dispersal seed predation data",10
"8","B","II","b","Anthaenantia",2,NA,NA,NA,NA,"AV.8.B.II.b","Connected",0,NA,NA,NA,NA,NA,NA,"0.1","1","delete pre-dispersal seed predation data",10
"8","B","II","b","Anthaenantia",3,NA,NA,NA,NA,"AV.8.B.II.b","Connected",0,NA,NA,NA,NA,NA,NA,"0.1","1","delete pre-dispersal seed predation data",10
"8","B","II","c","Liatris",1,NA,NA,NA,NA,"LE.8.B.II.c","Connected",1,0,"13.5","11.5","6.5","0",NA,NA,"0",NA,19
"8","B","II","c","Liatris",2,NA,NA,NA,NA,"LE.8.B.II.c","Connected",1,0,"13.5","11.5","6.5","0",NA,NA,"0",NA,19
"8","B","II","c","Liatris",3,NA,NA,NA,NA,"LE.8.B.II.c","Connected",1,0,"13.5","11.5","6.5","0",NA,NA,"0",NA,19
"8","B","II","c","Carphephorus",1,NA,NA,NA,NA,"CB.8.B.II.c","Connected",1,0,"18","17.5","7","0",NA,NA,"0",NA,19
"8","B","II","c","Carphephorus",2,NA,NA,NA,NA,"CB.8.B.II.c","Connected",1,0,"18","17.5","7","0",NA,NA,"0",NA,19
"8","B","II","c","Carphephorus",3,NA,NA,NA,NA,"CB.8.B.II.c","Connected",1,0,"18","17.5","7","0",NA,NA,"0",NA,19
"8","B","II","c","Sorghastrum",1,NA,NA,NA,NA,"SS.8.B.II.c","Connected",1,0,"32","64","41","0",NA,NA,"0",NA,19
"8","B","II","c","Sorghastrum",2,NA,NA,NA,NA,"SS.8.B.II.c","Connected",1,0,"32","64","41","0",NA,NA,"0",NA,19
"8","B","II","c","Sorghastrum",3,NA,NA,NA,NA,"SS.8.B.II.c","Connected",1,0,"32","64","41","0",NA,NA,"0",NA,19
"8","B","II","c","Aristida",1,NA,NA,NA,NA,"AB.8.B.II.c","Connected",1,0,"82","78","43","0",NA,NA,"0",NA,19
"8","B","II","c","Aristida",2,NA,NA,NA,NA,"AB.8.B.II.c","Connected",1,0,"82","78","43","0",NA,NA,"0",NA,19
"8","B","II","c","Aristida",3,NA,NA,NA,NA,"AB.8.B.II.c","Connected",1,0,"82","78","43","0",NA,NA,"0",NA,19
"8","B","II","c","Anthaenantia",1,"0","36",NA,NA,"AV.8.B.II.c","Connected",1,1,"22","24.5","9.5","4",NA,"0","0",NA,19
"8","B","II","c","Anthaenantia",2,NA,NA,NA,NA,"AV.8.B.II.c","Connected",1,1,"22","24.5","9.5","4",NA,"0","0",NA,19
"8","B","II","c","Anthaenantia",3,NA,NA,NA,NA,"AV.8.B.II.c","Connected",1,1,"22","24.5","9.5","4",NA,"0","0",NA,19
"8","B","II","d","Liatris",1,NA,NA,NA,NA,"LE.8.B.II.d","Connected",1,0,"9","7","14","0",NA,NA,"0",NA,36
"8","B","II","d","Liatris",2,NA,NA,NA,NA,"LE.8.B.II.d","Connected",1,0,"9","7","14","0",NA,NA,"0",NA,36
"8","B","II","d","Liatris",3,NA,NA,NA,NA,"LE.8.B.II.d","Connected",1,0,"9","7","14","0",NA,NA,"0",NA,36
"8","B","II","d","Carphephorus",1,"2","24",NA,NA,"CB.8.B.II.d","Connected",1,1,"20.5","19","36","4","32","0","0",NA,36
"8","B","II","d","Carphephorus",2,NA,NA,NA,NA,"CB.8.B.II.d","Connected",1,1,"20.5","19","36","4","32","0","0",NA,36
"8","B","II","d","Carphephorus",3,NA,NA,NA,NA,"CB.8.B.II.d","Connected",1,1,"20.5","19","36","4","32","0","0",NA,36
"8","B","II","d","Sorghastrum",1,"11","36","~10% dispersed",10,"SS.8.B.II.d","Connected",1,1,"107","108","26","68",NA,"0","0",NA,36
"8","B","II","d","Sorghastrum",2,NA,NA,NA,NA,"SS.8.B.II.d","Connected",1,1,"107","108","26","68",NA,"0","0",NA,36
"8","B","II","d","Sorghastrum",3,NA,NA,NA,NA,"SS.8.B.II.d","Connected",1,1,"107","108","26","68",NA,"0","0",NA,36
"8","B","II","d","Aristida",1,"0","10","~10% dispersed before collection",10,"AB.8.B.II.d","Connected",1,1,"63.5","81","39","1",NA,"0","4",NA,36
"8","B","II","d","Aristida",2,NA,NA,NA,NA,"AB.8.B.II.d","Connected",1,1,"63.5","81","39","1",NA,"0","4",NA,36
"8","B","II","d","Aristida",3,NA,NA,NA,NA,"AB.8.B.II.d","Connected",1,1,"63.5","81","39","1",NA,"0","4",NA,36
"8","B","II","d","Anthaenantia",1,"61","10",NA,NA,"AV.8.B.II.d","Connected",1,1,"33.5","37","21","15",NA,"0.1","0",NA,36
"8","B","II","d","Anthaenantia",2,"114","22",NA,NA,"AV.8.B.II.d","Connected",1,1,"33.5","37","21","15",NA,"0.1","0",NA,36
"8","B","II","d","Anthaenantia",3,NA,NA,NA,NA,"AV.8.B.II.d","Connected",1,1,"33.5","37","21","15",NA,"0.1","0",NA,36
"8","B","III","a","Liatris",1,NA,NA,NA,NA,"LE.8.B.III.a","Connected",1,0,"9","10.5","9.5","0",NA,NA,"0",NA,0
"8","B","III","a","Liatris",2,NA,NA,NA,NA,"LE.8.B.III.a","Connected",1,0,"9","10.5","9.5","0",NA,NA,"0",NA,0
"8","B","III","a","Liatris",3,NA,NA,NA,NA,"LE.8.B.III.a","Connected",1,0,"9","10.5","9.5","0",NA,NA,"0",NA,0
"8","B","III","a","Carphephorus",1,NA,NA,NA,NA,"CB.8.B.III.a","Connected",1,0,"15","15.5","2.5","0",NA,NA,"0",NA,0
"8","B","III","a","Carphephorus",2,NA,NA,NA,NA,"CB.8.B.III.a","Connected",1,0,"15","15.5","2.5","0",NA,NA,"0",NA,0
"8","B","III","a","Carphephorus",3,NA,NA,NA,NA,"CB.8.B.III.a","Connected",1,0,"15","15.5","2.5","0",NA,NA,"0",NA,0
