Species,EU,Patch,Corner,Distance,Live/dead,Reproductive status,# Reproductive structures,Transplant notes,# recruits in plot,# recruits out of plot,Recruit notes
CB,53N,A,I,d,.,.,.,.,.,.,
GD,53N,A,I,d,.,.,.,.,.,.,
LE,53N,A,I,d,.,.,.,.,.,.,
NG,53N,A,I,d,.,.,.,.,.,.,
SS,53N,A,I,d,.,.,.,.,.,.,
AB,53N,A,II,a,.,.,.,.,.,.,
AV,53N,A,II,a,.,.,.,.,.,.,
CB,53N,A,II,a,.,.,.,.,.,.,
GD,53N,A,II,a,.,.,.,.,.,.,
LE,53N,A,II,a,.,.,.,.,.,.,
NG,53N,A,II,a,.,.,.,.,.,.,
SS,53N,A,II,a,.,.,.,.,.,.,
AB,53N,A,II,b,.,.,.,.,.,.,
AV,53N,A,II,b,.,.,.,.,.,.,
CB,53N,A,II,b,.,.,.,.,.,.,
GD,53N,A,II,b,.,.,.,.,.,.,
LE,53N,A,II,b,.,.,.,.,.,.,
NG,53N,A,II,b,.,.,.,.,.,.,
SS,53N,A,II,b,.,.,.,.,.,.,
AB,53N,A,II,c,.,.,.,.,.,.,
AV,53N,A,II,c,.,.,.,.,.,.,
CB,53N,A,II,c,.,.,.,.,.,.,
GD,53N,A,II,c,.,.,.,.,.,.,
LE,53N,A,II,c,.,.,.,.,.,.,
NG,53N,A,II,c,.,.,.,.,.,.,
SS,53N,A,II,c,.,.,.,.,.,.,
AB,53N,A,II,d,.,.,.,.,.,.,
AV,53N,A,II,d,.,.,.,.,.,.,
CB,53N,A,II,d,.,.,.,.,.,.,
GD,53N,A,II,d,.,.,.,.,.,.,
LE,53N,A,II,d,.,.,.,.,.,.,
NG,53N,A,II,d,.,.,.,.,.,.,
SS,53N,A,II,d,.,.,.,.,.,.,
AB,53N,A,III,a,.,.,.,.,.,.,
AV,53N,A,III,a,.,.,.,.,.,.,
CB,53N,A,III,a,.,.,.,.,.,.,
GD,53N,A,III,a,.,.,.,.,.,.,
LE,53N,A,III,a,.,.,.,.,.,.,
NG,53N,A,III,a,.,.,.,.,.,.,
SS,53N,A,III,a,.,.,.,.,.,.,
AB,53N,A,III,b,.,.,.,.,.,.,
AV,53N,A,III,b,.,.,.,.,.,.,
CB,53N,A,III,b,.,.,.,.,.,.,
GD,53N,A,III,b,.,.,.,.,.,.,
LE,53N,A,III,b,.,.,.,.,.,.,
NG,53N,A,III,b,.,.,.,.,.,.,
SS,53N,A,III,b,.,.,.,.,.,.,
AB,53N,A,III,c,.,.,.,.,.,.,
AV,53N,A,III,c,.,.,.,.,.,.,
CB,53N,A,III,c,.,.,.,.,.,.,
GD,53N,A,III,c,.,.,.,.,.,.,
LE,53N,A,III,c,.,.,.,.,.,.,
NG,53N,A,III,c,.,.,.,.,.,.,
SS,53N,A,III,c,.,.,.,.,.,.,
AB,53N,A,III,d,.,.,.,.,.,.,
AV,53N,A,III,d,.,.,.,.,.,.,
CB,53N,A,III,d,.,.,.,.,.,.,
GD,53N,A,III,d,.,.,.,.,.,.,
LE,53N,A,III,d,.,.,.,.,.,.,
NG,53N,A,III,d,.,.,.,.,.,.,
SS,53N,A,III,d,.,.,.,.,.,.,
AB,53N,A,IV,a,.,.,.,.,.,.,
AV,53N,A,IV,a,.,.,.,.,.,.,
CB,53N,A,IV,a,.,.,.,.,.,.,
GD,53N,A,IV,a,.,.,.,.,.,.,
LE,53N,A,IV,a,.,.,.,.,.,.,
NG,53N,A,IV,a,.,.,.,.,.,.,
SS,53N,A,IV,a,.,.,.,.,.,.,
AB,53N,A,IV,b,.,.,.,.,.,.,
AV,53N,A,IV,b,.,.,.,.,.,.,
CB,53N,A,IV,b,.,.,.,.,.,.,
GD,53N,A,IV,b,.,.,.,.,.,.,
LE,53N,A,IV,b,.,.,.,.,.,.,
NG,53N,A,IV,b,.,.,.,.,.,.,
SS,53N,A,IV,b,.,.,.,.,.,.,
AB,53N,A,IV,c,.,.,.,.,.,.,
AV,53N,A,IV,c,.,.,.,.,.,.,
CB,53N,A,IV,c,.,.,.,.,.,.,
GD,53N,A,IV,c,.,.,.,.,.,.,
LE,53N,A,IV,c,.,.,.,.,.,.,
NG,53N,A,IV,c,.,.,.,.,.,.,
SS,53N,A,IV,c,.,.,.,.,.,.,
AB,53N,A,IV,d,.,.,.,.,.,.,
AV,53N,A,IV,d,.,.,.,.,.,.,
CB,53N,A,IV,d,.,.,.,.,.,.,
GD,53N,A,IV,d,.,.,.,.,.,.,
LE,53N,A,IV,d,.,.,.,.,.,.,
NG,53N,A,IV,d,.,.,.,.,.,.,
SS,53N,A,IV,d,.,.,.,.,.,.,
AB,53N,B,I,a,1,1,"""1-10""",,0,0,
AV,53N,B,I,a,1,1,"""1-10""",,0,0,
CB,53N,B,I,a,1,1,11-100,,0,0,
GD,53N,B,I,a,1,0,.,,0,0,
LE,53N,B,I,a,1,1,11-100,,0,0,
NG,53N,B,I,a,1,0,.,,0,0,
SS,53N,B,I,a,1,1,"""1-10""",,0,0,
AB,53N,B,I,b,1,0,.,,0,0,
AV,53N,B,I,b,1,1,11-100,,0,0,
CB,53N,B,I,b,1,1,<10,,0,0,
GD,53N,B,I,b,0,.,.,,0,0,
LE,53N,B,I,b,0,.,.,,0,0,
NG,53N,B,I,b,1,0,.,,0,0,
SS,53N,B,I,b,1,1,<10,,0,0,
AB,53N,B,I,c,1,0,.,,0,0,
AV,53N,B,I,c,1,1,11-100,,0,0,
CB,53N,B,I,c,0,.,.,,0,0,
GD,53N,B,I,c,0,.,.,,0,0,
LE,53N,B,I,c,0,.,.,,0,0,
NG,53N,B,I,c,0,.,.,,0,0,
SS,53N,B,I,c,1,0,.,,0,0,
AB,53N,B,I,d,0,.,.,,0,0,
AV,53N,B,I,d,0,.,.,,0,0,
CB,53N,B,I,d,1,1,<10,,0,0,
GD,53N,B,I,d,0,.,.,,0,0,
LE,53N,B,I,d,0,.,.,,0,0,
NG,53N,B,I,d,0,.,.,,0,0,
SS,53N,B,I,d,1,0,.,,0,0,
AB,53N,B,II,a,1,1,>100,,0,0,
AV,53N,B,II,a,1,1,<10,,0,0,
CB,53N,B,II,a,1,1,>200,,3,1,
GD,53N,B,II,a,1,0,.,,1,0,
LE,53N,B,II,a,.,.,.,,0,0,
NG,53N,B,II,a,1,0,.,,0,0,
SS,53N,B,II,a,1,0,.,,0,0,
AB,53N,B,II,b,1,1,"""1-10""",,0,0,
AV,53N,B,II,b,0,.,.,,0,0,
CB,53N,B,II,b,1,1,200-300,,0,0,
GD,53N,B,II,b,0,.,.,,0,0,
LE,53N,B,II,b,1,0,.,,0,0,
NG,53N,B,II,b,0,.,.,,0,0,
SS,53N,B,II,b,1,1,11-100,,0,0,
AB,53N,B,II,c,1,1,>100,,0,0,
AV,53N,B,II,c,1,1,10-100,,0,0,
CB,53N,B,II,c,1,1,>300,,0,0,
GD,53N,B,II,c,1,0,.,,0,0,
LE,53N,B,II,c,0,.,.,,0,0,
NG,53N,B,II,c,1,1,1,male or last yr,0,0,
SS,53N,B,II,c,1,0,.,,0,0,
AB,53N,B,II,d,0,.,.,,0,0,
AV,53N,B,II,d,1,1,11-100,,0,0,
CB,53N,B,II,d,1,0,.,,1,0,
GD,53N,B,II,d,0,.,.,,0,0,
LE,53N,B,II,d,0,.,.,,0,0,
NG,53N,B,II,d,0,.,.,,0,0,
SS,53N,B,II,d,0,.,.,,0,0,
AB,53N,B,III,a,1,1,11-100,,0,0,
AV,53N,B,III,a,1,1,11-100,,0,0,
CB,53N,B,III,a,1,1,101-200,,0,0,
GD,53N,B,III,a,1,0,.,,0,0,
LE,53N,B,III,a,1,0,.,,0,0,
NG,53N,B,III,a,1,0,.,,0,0,
SS,53N,B,III,a,1,0,.,,0,0,
AB,53N,B,III,b,1,1,>200,,0,0,
AV,53N,B,III,b,1,1,10-100,,0,0,
CB,53N,B,III,b,1,1,<10,,0,0,
GD,53N,B,III,b,1,0,.,,0,0,
LE,53N,B,III,b,0,.,.,,0,0,
NG,53N,B,III,b,1,0,.,,0,0,
SS,53N,B,III,b,0,.,.,,0,0,
AB,53N,B,III,c,0,.,.,,0,0,
AV,53N,B,III,c,0,.,.,,0,0,
CB,53N,B,III,c,1,1,11-100,,2,0,
GD,53N,B,III,c,0,.,.,,0,0,
LE,53N,B,III,c,1,1,11-100,,0,0,
NG,53N,B,III,c,1,0,.,,0,0,
SS,53N,B,III,c,1,0,.,,0,0,
AB,53N,B,III,d,0,.,.,,0,0,
AV,53N,B,III,d,1,1,<10,,0,0,
CB,53N,B,III,d,1,1,10-100,,0,0,
GD,53N,B,III,d,0,.,.,,0,0,
LE,53N,B,III,d,1,1,>100,,0,0,
NG,53N,B,III,d,1,0,.,,0,0,
SS,53N,B,III,d,1,0,.,,0,0,
AB,53N,B,IV,a,0,.,.,,0,0,
AV,53N,B,IV,a,1,0,.,,0,0,
CB,53N,B,IV,a,1,1,11-100,,0,0,
GD,53N,B,IV,a,1,0,.,,1,0,
LE,53N,B,IV,a,1,1,11-100,,0,0,
NG,53N,B,IV,a,1,0,.,,0,0,
SS,53N,B,IV,a,1,1,"""1-10""",,0,0,
AB,53N,B,IV,b,1,1,10-100,,0,0,
AV,53N,B,IV,b,1,1,10-100,,0,0,
CB,53N,B,IV,b,1,1,>100,,2,1,
GD,53N,B,IV,b,1,0,.,,0,0,
LE,53N,B,IV,b,1,1,>100,,0,0,
NG,53N,B,IV,b,0,.,.,,0,0,
SS,53N,B,IV,b,1,1,10-100,,0,0,
AB,53N,B,IV,c,1,1,11-100,,0,0,
AV,53N,B,IV,c,1,1,"""1-10""",,0,0,
CB,53N,B,IV,c,1,0,.,,0,0,
GD,53N,B,IV,c,0,.,.,,0,0,
LE,53N,B,IV,c,0,.,.,,0,0,
NG,53N,B,IV,c,1,0,.,,0,0,
SS,53N,B,IV,c,1,0,.,,0,0,
AB,53N,B,IV,d,1,1,>200,,0,0,
AV,53N,B,IV,d,1,1,10-100,,0,0,
CB,53N,B,IV,d,0,.,.,,0,0,
GD,53N,B,IV,d,0,.,.,,0,0,
LE,53N,B,IV,d,0,.,.,,0,0,
NG,53N,B,IV,d,1,0,.,,0,0,
SS,53N,B,IV,d,1,1,10-100,,0,0,
AB,53N,C,I,a,1,1,11-100,,0,0,
AV,53N,C,I,a,1,0,.,,0,0,
CB,53N,C,I,a,1,1,11-100,,1,0,
GD,53N,C,I,a,1,0,.,,0,0,
LE,53N,C,I,a,0,.,.,,1,0,
NG,53N,C,I,a,1,0,.,,0,0,
SS,53N,C,I,a,1,1,11-100,,3,3,
AB,53N,C,I,b,0,.,.,,0,0,
AV,53N,C,I,b,1,1,10-100,,0,0,
CB,53N,C,I,b,.,.,.,,0,0,
GD,53N,C,I,b,.,.,.,,0,0,
LE,53N,C,I,b,1,1,10-100,,0,0,
NG,53N,C,I,b,1,0,.,,0,0,
SS,53N,C,I,b,0,.,.,,0,0,
AB,53N,C,I,c,1,1,>300,,0,0,
AV,53N,C,I,c,0,.,.,,0,0,
CB,53N,C,I,c,1,0,.,,0,0,
GD,53N,C,I,c,1,0,.,,0,0,
LE,53N,C,I,c,0,.,.,,0,0,
NG,53N,C,I,c,1,1,1,female,0,0,
SS,53N,C,I,c,1,1,"""1-10""",,0,0,
AB,53N,C,I,d,1,1,>100,,0,0,
AV,53N,C,I,d,1,1,"""1-10""",,0,0,
CB,53N,C,I,d,1,1,11-100,,0,0,
GD,53N,C,I,d,0,.,.,,0,0,
LE,53N,C,I,d,0,.,.,,0,0,
NG,53N,C,I,d,1,1,1,male or last yr,0,0,
SS,53N,C,I,d,1,1,10-100,,0,0,
AB,53N,C,II,a,1,1,"""1-10""",,0,0,
AV,53N,C,II,a,1,1,10-100,,0,0,
CB,53N,C,II,a,1,1,10-100,,0,0,
GD,53N,C,II,a,1,0,.,,2,0,
LE,53N,C,II,a,1,1,200-300,,4,0,
NG,53N,C,II,a,1,0,.,,0,0,
SS,53N,C,II,a,1,1,"""1-10""",,0,0,
AB,53N,C,II,b,1,1,101-200,,0,0,
AV,53N,C,II,b,1,1,11-100,,1,0,
CB,53N,C,II,b,1,1,11-100,,5,0,
GD,53N,C,II,b,1,0,.,,0,0,
LE,53N,C,II,b,0,.,.,,0,0,
NG,53N,C,II,b,1,0,.,,0,0,
SS,53N,C,II,b,1,0,.,,0,0,
AB,53N,C,II,c,1,1,11-100,,0,0,
AV,53N,C,II,c,1,1,11-100,,0,0,
CB,53N,C,II,c,1,1,11-100,,0,0,
GD,53N,C,II,c,1,0,.,,0,0,
LE,53N,C,II,c,0,.,.,,0,0,
NG,53N,C,II,c,1,0,.,,0,0,
SS,53N,C,II,c,0,.,.,,0,0,
AB,53N,C,II,d,0,.,.,,0,0,
AV,53N,C,II,d,1,1,"""1-10""",,2,0,
CB,53N,C,II,d,1,1,>100,,5,2,
GD,53N,C,II,d,1,0,.,,0,0,
LE,53N,C,II,d,1,1,10-100,,0,0,
NG,53N,C,II,d,1,0,.,,0,0,
SS,53N,C,II,d,0,.,.,,0,0,
AB,53N,C,III,a,1,1,11-100,,0,0,
AV,53N,C,III,a,1,1,"""1-10""",,0,0,
CB,53N,C,III,a,1,1,11-100,,0,0,
GD,53N,C,III,a,1,0,.,,0,0,
LE,53N,C,III,a,1,0,.,,0,0,
NG,53N,C,III,a,1,0,.,,0,0,
SS,53N,C,III,a,1,1,"""1-10""",,0,0,
AB,53N,C,III,b,1,1,>100,,0,0,
AV,53N,C,III,b,1,1,10-100,,0,0,
CB,53N,C,III,b,1,1,10-100,,0,0,
GD,53N,C,III,b,1,0,.,,0,0,
LE,53N,C,III,b,0,.,.,,0,0,
NG,53N,C,III,b,1,0,.,,0,0,
SS,53N,C,III,b,1,0,.,,0,0,
AB,53N,C,III,c,1,1,101-200,,0,0,
AV,53N,C,III,c,1,1,11-100,,0,0,
CB,53N,C,III,c,1,1,201-300,,18,0,
GD,53N,C,III,c,1,0,.,,0,0,
LE,53N,C,III,c,1,1,101-200,,0,0,
NG,53N,C,III,c,1,1,3,female,0,0,
SS,53N,C,III,c,1,0,.,,0,0,
AB,53N,C,III,d,1,1,>200,,0,0,
AV,53N,C,III,d,0,.,.,,0,0,
CB,53N,C,III,d,1,1,10-100,,0,0,
GD,53N,C,III,d,.,.,.,,0,0,
LE,53N,C,III,d,0,.,.,,0,0,
NG,53N,C,III,d,1,1,1,male or last yr,0,0,
SS,53N,C,III,d,1,1,10-100,,0,0,
AB,53N,C,IV,a,0,.,.,,0,0,
AV,53N,C,IV,a,0,.,.,,0,0,
CB,53N,C,IV,a,1,1,>100,,0,0,
GD,53N,C,IV,a,1,0,.,,0,0,
LE,53N,C,IV,a,0,.,.,,12,0,
NG,53N,C,IV,a,1,0,.,,0,0,
SS,53N,C,IV,a,1,0,.,,0,0,
AB,53N,C,IV,b,1,1,>200,,0,0,
AV,53N,C,IV,b,1,1,10-100,,0,0,
CB,53N,C,IV,b,1,1,10-100,,0,0,
GD,53N,C,IV,b,0,.,.,,0,0,
LE,53N,C,IV,b,1,1,>100,,0,0,
NG,53N,C,IV,b,0,.,.,,0,0,
SS,53N,C,IV,b,1,0,.,,0,0,
AB,53N,C,IV,c,1,1,101-200,,0,0,
AV,53N,C,IV,c,1,1,"""1-10""",,0,0,
CB,53N,C,IV,c,0,.,.,,0,0,
GD,53N,C,IV,c,1,0,.,,0,0,
LE,53N,C,IV,c,0,.,.,,4,8,
NG,53N,C,IV,c,1,1,1,male or last yr,0,0,
SS,53N,C,IV,c,1,0,.,,0,0,
AB,53N,C,IV,d,0,.,.,,0,0,
AV,53N,C,IV,d,0,.,.,,0,0,
CB,53N,C,IV,d,1,1,10-100,,0,0,
GD,53N,C,IV,d,1,0,.,,0,0,
LE,53N,C,IV,d,1,1,>200,,0,0,"questionable - Liagra, pulled"
NG,53N,C,IV,d,1,1,1,unknown male or female,0,0,
SS,53N,C,IV,d,0,0,.,,0,0,
AB,53N,D,I,a,1,1,10-100,,0,0,
AV,53N,D,I,a,0,.,.,,0,0,
CB,53N,D,I,a,1,1,10-100,,0,0,
GD,53N,D,I,a,1,0,.,,0,0,
LE,53N,D,I,a,1,1,>100,,0,0,
NG,53N,D,I,a,1,0,.,,0,0,
SS,53N,D,I,a,1,1,<10,,0,0,
AB,53N,D,I,b,1,1,101-200,,0,0,
AV,53N,D,I,b,1,1,"""1-10""",,0,1,
CB,53N,D,I,b,1,1,11-100,,0,0,
GD,53N,D,I,b,1,0,.,,0,0,
LE,53N,D,I,b,0,.,.,,0,0,
NG,53N,D,I,b,1,0,.,,0,0,
SS,53N,D,I,b,1,1,11-100,,0,0,
AB,53N,D,I,c,1,0,.,,0,0,
AV,53N,D,I,c,1,1,10-100,,1,0,
CB,53N,D,I,c,1,1,10-100,,0,0,
GD,53N,D,I,c,1,0,.,,0,0,
LE,53N,D,I,c,1,0,.,,0,0,
NG,53N,D,I,c,1,0,.,,0,0,
SS,53N,D,I,c,1,1,10-100,,2,2,
AB,53N,D,I,d,1,1,"""1-10""",,2,0,
AV,53N,D,I,d,1,1,11-100,,0,0,
CB,53N,D,I,d,1,1,101-200,,0,0,
GD,53N,D,I,d,0,.,.,,0,0,
LE,53N,D,I,d,1,0,.,,0,0,
NG,53N,D,I,d,0,.,.,,0,0,
SS,53N,D,I,d,1,1,"""1-10""",,0,0,
AB,53N,D,II,a,1,1,<10,,0,0,
AV,53N,D,II,a,1,1,<10,,0,0,
CB,53N,D,II,a,1,1,100-200,,0,0,
GD,53N,D,II,a,1,0,.,,0,0,
LE,53N,D,II,a,1,1,100-200,,0,0,
NG,53N,D,II,a,1,0,.,,0,0,
SS,53N,D,II,a,1,0,.,,0,0,
AB,53N,D,II,b,1,1,>200,,0,0,
AV,53N,D,II,b,1,1,10-100,,0,0,
CB,53N,D,II,b,1,0,.,,0,0,
GD,53N,D,II,b,1,0,.,,0,0,
LE,53N,D,II,b,0,.,.,,0,0,
NG,53N,D,II,b,1,0,.,,0,0,
SS,53N,D,II,b,1,1,10-100,,0,0,
AB,53N,D,II,c,1,1,11-100,,0,0,
AV,53N,D,II,c,1,1,11-100,,0,0,
CB,53N,D,II,c,0,.,.,,0,0,
GD,53N,D,II,c,0,.,.,,0,0,
LE,53N,D,II,c,0,.,.,,0,0,
NG,53N,D,II,c,1,0,.,,0,0,
SS,53N,D,II,c,1,1,"""1-10""",,0,0,
AB,53N,D,II,d,0,.,.,,0,0,
AV,53N,D,II,d,1,1,10-100,,1,0,
CB,53N,D,II,d,0,.,.,,0,0,
GD,53N,D,II,d,0,.,.,,0,0,
LE,53N,D,II,d,1,1,10-100,,0,0,
NG,53N,D,II,d,1,1,1,male or last yr,0,0,
SS,53N,D,II,d,0,.,.,,0,0,
AB,53N,D,III,a,1,0,.,,0,0,
AV,53N,D,III,a,1,1,"""1-10""",,0,0,
CB,53N,D,III,a,1,1,11-100,,0,0,
GD,53N,D,III,a,1,0,.,,0,0,
LE,53N,D,III,a,1,0,.,,0,0,
NG,53N,D,III,a,1,0,.,,0,0,
SS,53N,D,III,a,1,1,"""1-10""",,0,0,
AB,53N,D,III,b,0,.,.,,0,0,
AV,53N,D,III,b,0,.,.,,0,0,
CB,53N,D,III,b,1,1,10-100,,0,0,
GD,53N,D,III,b,1,0,.,,0,0,
LE,53N,D,III,b,0,.,.,,1,0,dead
NG,53N,D,III,b,1,1,1,male or last yr,0,0,
SS,53N,D,III,b,0,.,.,,0,0,
AB,53N,D,III,c,1,1,101-200,,0,1,
AV,53N,D,III,c,0,.,.,,0,0,
CB,53N,D,III,c,1,1,101-200,,3,3,probably from 2009
GD,53N,D,III,c,0,.,.,,0,0,
LE,53N,D,III,c,0,.,.,,0,0,
NG,53N,D,III,c,0,.,.,,0,0,
SS,53N,D,III,c,1,0,.,,0,0,
AB,53N,D,III,d,0,.,.,,0,0,
AV,53N,D,III,d,1,1,10-100,,0,0,
CB,53N,D,III,d,1,1,10-100,,0,0,
GD,53N,D,III,d,0,.,.,,0,0,
LE,53N,D,III,d,1,1,>100,stepped on,0,0,
NG,53N,D,III,d,0,.,.,,0,0,
SS,53N,D,III,d,0,.,.,,0,1,
AB,53N,D,IV,a,1,0,.,,0,0,
AV,53N,D,IV,a,0,.,.,,0,0,
CB,53N,D,IV,a,1,0,.,,0,0,
GD,53N,D,IV,a,1,0,.,,0,0,
LE,53N,D,IV,a,1,1,>100,,0,0,
NG,53N,D,IV,a,1,0,.,,0,0,
SS,53N,D,IV,a,1,1,"""1-10""",,0,0,
AB,53N,D,IV,b,1,1,201-300,,0,0,
AV,53N,D,IV,b,1,1,11-100,,0,0,
CB,53N,D,IV,b,1,1,11-100,,1,0,
GD,53N,D,IV,b,1,0,.,,0,0,
LE,53N,D,IV,b,1,1,11-100,,0,0,
NG,53N,D,IV,b,0,.,.,,0,0,
SS,53N,D,IV,b,1,0,.,,0,0,
AB,53N,D,IV,c,1,0,.,,0,0,
AV,53N,D,IV,c,1,1,10-100,,2,0,
CB,53N,D,IV,c,0,.,.,,0,0,
GD,53N,D,IV,c,0,.,.,,0,0,
LE,53N,D,IV,c,1,1,>200,,0,2,
NG,53N,D,IV,c,1,1,1,male or last yr,0,0,
SS,53N,D,IV,c,1,0,.,,0,0,
AB,53N,D,IV,d,0,.,.,,0,0,
AV,53N,D,IV,d,1,1,11-100,,0,0,
CB,53N,D,IV,d,1,0,.,,0,0,
GD,53N,D,IV,d,0,.,.,,0,0,
LE,53N,D,IV,d,0,.,.,,0,0,
NG,53N,D,IV,d,1,1,"""1-10""",male or last yr,0,0,
SS,53N,D,IV,d,1,0,.,,0,0,
AB,53N,E,I,a,1,1,101-200,,0,0,
AV,53N,E,I,a,0,.,.,,0,0,
CB,53N,E,I,a,1,1,"""1-10""",,0,0,
GD,53N,E,I,a,1,0,.,,0,0,
LE,53N,E,I,a,0,.,.,,0,0,
NG,53N,E,I,a,1,1,1,male or last yr,0,0,
SS,53N,E,I,a,1,1,"""1-10""",,0,0,
AB,53N,E,I,b,1,1,>300,,0,0,
AV,53N,E,I,b,1,1,10-100,,2,0,
CB,53N,E,I,b,1,1,10-100,,0,0,
GD,53N,E,I,b,0,.,.,,0,0,
LE,53N,E,I,b,1,1,>300,,0,0,
NG,53N,E,I,b,1,1,1,male or last yr,0,0,
SS,53N,E,I,b,1,1,<10,,2,4,
AB,53N,E,I,c,1,1,11-100,,0,0,
AV,53N,E,I,c,1,1,11-100,,0,0,
CB,53N,E,I,c,0,.,.,,0,0,
GD,53N,E,I,c,0,.,.,,0,0,
LE,53N,E,I,c,0,.,.,,0,0,
NG,53N,E,I,c,1,1,1,male or last yr,0,0,
SS,53N,E,I,c,1,1,"""1-10""",,0,0,
AB,53N,E,I,d,0,.,.,,0,0,
AV,53N,E,I,d,1,1,10-100,,0,0,
CB,53N,E,I,d,0,.,.,,0,0,
GD,53N,E,I,d,0,.,.,,0,0,
LE,53N,E,I,d,0,.,.,,0,0,
NG,53N,E,I,d,0,.,.,,0,0,
SS,53N,E,I,d,1,1,10-100,,0,0,
AB,53N,E,II,a,1,1,10-100,,0,0,
AV,53N,E,II,a,1,1,10-100,,0,0,
CB,53N,E,II,a,1,1,10-100,,0,0,
GD,53N,E,II,a,0,.,.,,0,0,
LE,53N,E,II,a,1,1,>100,,1,0,
NG,53N,E,II,a,1,0,.,,0,0,
SS,53N,E,II,a,1,0,.,,0,0,
AB,53N,E,II,b,1,1,11-100,,0,0,
AV,53N,E,II,b,1,1,11-100,,0,0,
CB,53N,E,II,b,1,1,101-200,,15,0,
GD,53N,E,II,b,0,.,.,,0,0,
LE,53N,E,II,b,0,.,.,,0,0,
NG,53N,E,II,b,0,.,.,,0,0,
SS,53N,E,II,b,1,1,11-100,,0,0,
AB,53N,E,II,c,0,.,.,,0,0,
AV,53N,E,II,c,1,1,10-100,,0,0,
CB,53N,E,II,c,1,1,10-100,,2,0,
GD,53N,E,II,c,0,.,.,,0,0,
LE,53N,E,II,c,0,.,.,,0,0,
NG,53N,E,II,c,1,1,1,male or last yr,0,0,
SS,53N,E,II,c,1,1,10-100,,0,0,
AB,53N,E,II,d,1,1,>300,,0,0,
AV,53N,E,II,d,1,1,10-100,,0,0,
CB,53N,E,II,d,1,1,10-100,,0,0,
GD,53N,E,II,d,1,0,.,,0,0,
LE,53N,E,II,d,0,.,.,,0,0,
NG,53N,E,II,d,1,1,1,male or last yr,0,0,
SS,53N,E,II,d,1,1,<10,,0,0,
AB,53N,E,III,a,0,.,.,,0,0,
AV,53N,E,III,a,1,1,<10,,0,0,
CB,53N,E,III,a,1,0,.,,0,0,
GD,53N,E,III,a,0,.,.,,0,0,
LE,53N,E,III,a,1,1,10-100,,0,0,
NG,53N,E,III,a,0,.,.,,0,0,
SS,53N,E,III,a,1,1,<10,,0,0,
AB,53N,E,III,b,1,1,101-200,,0,0,
AV,53N,E,III,b,1,1,"""1-10""",,0,0,
CB,53N,E,III,b,1,0,.,,2,0,
GD,53N,E,III,b,1,0,.,,0,0,
LE,53N,E,III,b,0,.,.,,0,0,questionable 
NG,53N,E,III,b,0,.,.,,0,0,
SS,53N,E,III,b,1,1,11-100,,0,0,
AB,53N,E,III,c,0,.,.,,0,0,
AV,53N,E,III,c,1,1,<10,,0,0,
CB,53N,E,III,c,0,.,.,,0,0,
GD,53N,E,III,c,0,.,.,,0,0,
LE,53N,E,III,c,1,1,10-100,,0,0,
NG,53N,E,III,c,0,.,.,,0,0,
SS,53N,E,III,c,0,.,.,,0,0,
AB,53N,E,III,d,1,1,11-100,,0,0,
AV,53N,E,III,d,1,1,"""1-10""",,0,0,
CB,53N,E,III,d,1,1,101-200,,0,0,
GD,53N,E,III,d,0,.,.,,0,0,
LE,53N,E,III,d,.,.,.,,0,0,
NG,53N,E,III,d,1,0,.,,0,0,
SS,53N,E,III,d,1,1,11-100,,0,0,
AB,53N,E,IV,a,1,0,.,,0,0,
AV,53N,E,IV,a,1,1,10-100,,0,0,
CB,53N,E,IV,a,1,1,10-100,,0,0,
GD,53N,E,IV,a,0,.,.,,0,0,
LE,53N,E,IV,a,1,1,10-100,,0,0,
NG,53N,E,IV,a,1,1,1,male or last yr,0,0,
SS,53N,E,IV,a,1,0,.,,0,0,
AB,53N,E,IV,b,1,1,11-100,,0,0,
AV,53N,E,IV,b,1,1,11-100,,0,0,
CB,53N,E,IV,b,1,1,101-200,,0,0,
GD,53N,E,IV,b,1,0,.,,0,0,
LE,53N,E,IV,b,0,.,.,,0,0,
NG,53N,E,IV,b,1,1,1,male or last yr,0,0,
SS,53N,E,IV,b,1,1,11-100,,0,0,
AB,53N,E,IV,c,1,0,.,,0,0,
AV,53N,E,IV,c,1,1,10-100,,0,0,
CB,53N,E,IV,c,1,0,.,,0,0,
GD,53N,E,IV,c,0,.,.,,0,0,
LE,53N,E,IV,c,0,.,.,,0,0,
NG,53N,E,IV,c,1,0,.,,0,0,
SS,53N,E,IV,c,1,1,10-100,,0,0,
AB,53N,E,IV,d,1,1,101-200,,0,0,
AV,53N,E,IV,d,1,1,11-100,,0,0,
CB,53N,E,IV,d,0,.,.,,0,0,
GD,53N,E,IV,d,0,.,.,,0,0,
LE,53N,E,IV,d,1,0,.,,0,0,
NG,53N,E,IV,d,1,1,1,male or last yr,0,0,
SS,53N,E,IV,d,1,0,.,,0,0,
AB,53S,A,I,a,.,.,.,.,.,.,
AV,53S,A,I,a,.,.,.,.,.,.,
CB,53S,A,I,a,.,.,.,.,.,.,
GD,53S,A,I,a,.,.,.,.,.,.,
LE,53S,A,I,a,.,.,.,.,.,.,
NG,53S,A,I,a,.,.,.,.,.,.,
SS,53S,A,I,a,.,.,.,.,.,.,
AB,53S,A,I,b,.,.,.,.,.,.,
AV,53S,A,I,b,.,.,.,.,.,.,
CB,53S,A,I,b,.,.,.,.,.,.,
GD,53S,A,I,b,.,.,.,.,.,.,
